"OTU.ID","Sample","Reads"
"OTU95","S009007",351
"OTU297","S009007",1
"OTU281","S009007",3
"OTU497","S009007",1
"OTU366","S009007",3
"OTU420","S009007",5
"OTU339","S009007",1
"OTU424","S009007",1
"OTU671","S009007",1
"OTU361","S009007",1
"OTU446","S009007",3
"OTU434","S009007",1
"OTU405","S009007",1
"OTU305","S009007",1
"OTU198","S009007",109
"OTU551","S009007",1
"OTU380","S009007",2
"OTU195","S009007",93
"OTU532","S009007",1
"OTU872","S009007",1
"OTU318","S009007",5
"OTU493","S009007",3
"OTU20","S009007",1
"OTU38","S009007",3
"OTU56","S009037",2926
"OTU297","S009037",3
"OTU281","S009037",5
"OTU497","S009037",2
"OTU420","S009037",2
"OTU632","S009037",1
"OTU671","S009037",3
"OTU361","S009037",4
"OTU446","S009037",1
"OTU434","S009037",3
"OTU405","S009037",4
"OTU556","S009037",2
"OTU417","S009037",1
"OTU551","S009037",1
"OTU380","S009037",1
"OTU465","S009037",3
"OTU532","S009037",2
"OTU523","S009037",1
"OTU559","S009037",7
"OTU483","S009037",2
"OTU678","S009037",5
"OTU9","S009099",8
"OTU17","S009099",4
"OTU10","S009099",1
"OTU68","S009099",555
"OTU77","S009099",1
"OTU297","S009099",2
"OTU281","S009099",2
"OTU497","S009099",1
"OTU420","S009099",1
"OTU339","S009099",2
"OTU424","S009099",1
"OTU671","S009099",1
"OTU446","S009099",2
"OTU434","S009099",1
"OTU405","S009099",1
"OTU380","S009099",1
"OTU532","S009099",1
"OTU523","S009099",1
"OTU872","S009099",1
"OTU32","S009099",2
"OTU27","S009099",10
"OTU37","S009016",2537
"OTU127","S009016",2608
"OTU297","S009016",2
"OTU497","S009016",2
"OTU420","S009016",1
"OTU632","S009016",1
"OTU671","S009016",1
"OTU361","S009016",2
"OTU434","S009016",2
"OTU405","S009016",1
"OTU417","S009016",3
"OTU380","S009016",1
"OTU523","S009016",1
"OTU435","S009016",6
"OTU656","S009016",2
"OTU88","S008895",987
"OTU497","S008895",1
"OTU671","S008895",3
"OTU405","S008895",1
"OTU556","S008895",1
"OTU305","S008895",1
"OTU417","S008895",3
"OTU380","S008895",1
"OTU532","S008895",2
"OTU523","S008895",1
"OTU474","S008895",8
"OTU25","S008895",1
"OTU802","S008895",1
"OTU297","S009001",3
"OTU281","S009001",1
"OTU497","S009001",3
"OTU366","S009001",2
"OTU420","S009001",1
"OTU339","S009001",1
"OTU632","S009001",2
"OTU424","S009001",1
"OTU446","S009001",1
"OTU434","S009001",1
"OTU305","S009001",1
"OTU551","S009001",1
"OTU465","S009001",1
"OTU910","S009001",1
"OTU523","S009001",1
"OTU609","S009001",1
"OTU574","S009001",8
"OTU52","S009001",996
"OTU302","S009001",6
"OTU235","S009001",8
"OTU315","S009001",4
"OTU233","S009001",18
"OTU281","S009006",2
"OTU497","S009006",1
"OTU366","S009006",2
"OTU420","S009006",1
"OTU632","S009006",2
"OTU424","S009006",1
"OTU671","S009006",2
"OTU446","S009006",1
"OTU434","S009006",5
"OTU305","S009006",2
"OTU417","S009006",1
"OTU551","S009006",1
"OTU532","S009006",1
"OTU523","S009006",1
"OTU429","S009006",1
"OTU812","S009006",1
"OTU139","S009006",31
"OTU297","S008897",1
"OTU281","S008897",1
"OTU420","S008897",2
"OTU632","S008897",1
"OTU424","S008897",1
"OTU671","S008897",1
"OTU446","S008897",3
"OTU405","S008897",1
"OTU380","S008897",2
"OTU465","S008897",1
"OTU523","S008897",1
"OTU429","S008897",1
"OTU812","S008897",1
"OTU46","S008897",1759
"OTU247","S008897",34
"OTU592","S008897",5
"OTU386","S008897",5
"OTU828","S008897",3
"OTU649","S008897",2
"OTU696","S008897",2
"OTU30","S009017",1760
"OTU54","S009017",1317
"OTU39","S009017",1123
"OTU281","S009017",1
"OTU497","S009017",1
"OTU366","S009017",2
"OTU420","S009017",1
"OTU339","S009017",3
"OTU632","S009017",2
"OTU424","S009017",1
"OTU671","S009017",1
"OTU361","S009017",1
"OTU405","S009017",3
"OTU305","S009017",3
"OTU551","S009017",2
"OTU380","S009017",1
"OTU465","S009017",1
"OTU532","S009017",2
"OTU910","S009017",1
"OTU609","S009017",1
"OTU185","S009017",12
"OTU843","S009017",6
"OTU309","S009017",5
"OTU243","S009017",4
"OTU607","S009017",4
"OTU572","S009017",4
"OTU279","S009017",3
"OTU289","S009017",3
"OTU332","S009017",3
"OTU838","S009017",3
"OTU437","S009017",3
"OTU606","S009017",2
"OTU846","S009017",2
"OTU712","S009017",2
"OTU776","S009017",2
"OTU379","S009017",2
"OTU861","S009017",2
"OTU780","S009017",2
"OTU440","S009017",2
"OTU389","S009017",2
"OTU737","S009017",2
"OTU399","S009017",2
"OTU596","S009017",2
"OTU749","S009017",2
"OTU731","S009017",2
"OTU281","S008870",1
"OTU366","S008870",1
"OTU420","S008870",3
"OTU339","S008870",3
"OTU424","S008870",1
"OTU671","S008870",1
"OTU446","S008870",1
"OTU556","S008870",2
"OTU417","S008870",1
"OTU551","S008870",3
"OTU465","S008870",2
"OTU532","S008870",3
"OTU523","S008870",1
"OTU188","S008870",13
"OTU13","S009010",5613
"OTU297","S009010",4
"OTU281","S009010",2
"OTU497","S009010",2
"OTU366","S009010",3
"OTU420","S009010",1
"OTU339","S009010",1
"OTU632","S009010",1
"OTU424","S009010",1
"OTU671","S009010",1
"OTU361","S009010",1
"OTU446","S009010",3
"OTU434","S009010",2
"OTU556","S009010",1
"OTU305","S009010",1
"OTU532","S009010",1
"OTU429","S009010",1
"OTU177","S009010",22
"OTU276","S009010",16
"OTU457","S009010",12
"OTU209","S009010",12
"OTU258","S009010",8
"OTU766","S009010",5
"OTU852","S009010",4
"OTU717","S009010",2
"OTU665","S009010",2
"OTU297","S009013",1
"OTU281","S009013",1
"OTU424","S009013",1
"OTU671","S009013",2
"OTU405","S009013",2
"OTU556","S009013",1
"OTU417","S009013",1
"OTU380","S009013",2
"OTU532","S009013",1
"OTU20","S009013",1127
"OTU708","S009013",2
"OTU81","S009003",496
"OTU497","S009003",1
"OTU366","S009003",2
"OTU339","S009003",2
"OTU424","S009003",1
"OTU434","S009003",1
"OTU305","S009003",1
"OTU417","S009003",1
"OTU551","S009003",1
"OTU240","S009003",5
"OTU10","S009027",6296
"OTU91","S009027",1924
"OTU421","S009027",1420
"OTU297","S009027",2
"OTU281","S009027",2
"OTU497","S009027",2
"OTU366","S009027",1
"OTU420","S009027",1
"OTU339","S009027",2
"OTU632","S009027",1
"OTU424","S009027",1
"OTU671","S009027",1
"OTU434","S009027",1
"OTU305","S009027",2
"OTU417","S009027",1
"OTU551","S009027",1
"OTU380","S009027",1
"OTU532","S009027",1
"OTU910","S009027",1
"OTU758","S009027",55
"OTU647","S009027",9
"OTU535","S009027",8
"OTU407","S009027",7
"OTU350","S009027",7
"OTU521","S009027",6
"OTU558","S009027",6
"OTU763","S009027",4
"OTU889","S009027",4
"OTU282","S009027",4
"OTU487","S009027",2
"OTU19","S008809",8083
"OTU297","S008809",1
"OTU281","S008809",1
"OTU497","S008809",7
"OTU339","S008809",4
"OTU632","S008809",1
"OTU424","S008809",2
"OTU671","S008809",1
"OTU361","S008809",2
"OTU446","S008809",2
"OTU434","S008809",1
"OTU405","S008809",3
"OTU556","S008809",3
"OTU305","S008809",1
"OTU551","S008809",3
"OTU380","S008809",2
"OTU465","S008809",1
"OTU910","S008809",1
"OTU523","S008809",1
"OTU429","S008809",1
"OTU652","S008809",2
"OTU508","S008809",2
"OTU133","S008809",266
"OTU49","S008885",70
"OTU37","S008885",933
"OTU127","S008885",417
"OTU297","S008885",2
"OTU497","S008885",1
"OTU220","S008885",189
"OTU420","S008885",1
"OTU446","S008885",1
"OTU434","S008885",1
"OTU532","S008885",1
"OTU429","S008885",1
"OTU728","S008885",1
"OTU13","S008864",13
"OTU8","S008864",29
"OTU37","S008864",7
"OTU127","S008864",1
"OTU281","S008864",1
"OTU220","S008864",9
"OTU366","S008864",3
"OTU420","S008864",2
"OTU339","S008864",2
"OTU632","S008864",1
"OTU424","S008864",2
"OTU671","S008864",1
"OTU361","S008864",1
"OTU446","S008864",2
"OTU434","S008864",1
"OTU405","S008864",1
"OTU556","S008864",1
"OTU305","S008864",2
"OTU417","S008864",1
"OTU551","S008864",3
"OTU380","S008864",1
"OTU465","S008864",1
"OTU872","S008864",1
"OTU576","S008864",2
"OTU48","S008864",1292
"OTU147","S008864",55
"OTU179","S008864",22
"OTU166","S008864",31
"OTU585","S008864",2
"OTU548","S008864",3
"OTU480","S008864",3
"OTU810","S008864",2
"OTU50","S008818",150
"OTU30","S008818",6
"OTU54","S008818",7
"OTU64","S008818",32
"OTU76","S008818",34
"OTU297","S008818",4
"OTU281","S008818",1
"OTU497","S008818",2
"OTU366","S008818",1
"OTU339","S008818",1
"OTU632","S008818",2
"OTU424","S008818",1
"OTU671","S008818",2
"OTU361","S008818",2
"OTU434","S008818",1
"OTU305","S008818",1
"OTU417","S008818",1
"OTU118","S008818",9
"OTU551","S008818",1
"OTU532","S008818",1
"OTU910","S008818",1
"OTU523","S008818",1
"OTU872","S008818",1
"OTU429","S008818",1
"OTU214","S008818",4
"OTU609","S008818",1
"OTU180","S008818",2
"OTU340","S008818",1
"OTU234","S008818",1
"OTU1","S008818",2
"OTU3","S008818",5
"OTU5","S008818",7802
"OTU698","S008818",732
"OTU72","S008818",253
"OTU808","S008818",58
"OTU197","S008818",27
"OTU254","S008818",11
"OTU106","S008818",9
"OTU782","S008818",7
"OTU786","S008818",6
"OTU93","S008818",5
"OTU787","S008818",5
"OTU883","S008818",5
"OTU778","S008818",5
"OTU143","S008818",4
"OTU107","S008818",4
"OTU654","S008818",4
"OTU729","S008818",4
"OTU815","S008818",3
"OTU273","S008818",3
"OTU207","S008818",2
"OTU549","S008818",2
"OTU690","S008818",2
"OTU62","S008818",1
"OTU151","S008818",1
"OTU694","S008818",1
"OTU554","S008818",1
"OTU8","S009057",4947
"OTU297","S009057",4
"OTU281","S009057",1
"OTU497","S009057",3
"OTU366","S009057",3
"OTU420","S009057",1
"OTU339","S009057",1
"OTU424","S009057",4
"OTU671","S009057",1
"OTU446","S009057",3
"OTU434","S009057",2
"OTU556","S009057",1
"OTU305","S009057",2
"OTU417","S009057",1
"OTU380","S009057",3
"OTU429","S009057",2
"OTU16","S008874",3483
"OTU297","S008874",3
"OTU281","S008874",2
"OTU497","S008874",1
"OTU366","S008874",1
"OTU420","S008874",2
"OTU632","S008874",1
"OTU671","S008874",2
"OTU361","S008874",1
"OTU405","S008874",1
"OTU556","S008874",3
"OTU417","S008874",2
"OTU380","S008874",1
"OTU465","S008874",1
"OTU532","S008874",1
"OTU910","S008874",1
"OTU523","S008874",1
"OTU798","S008874",2
"OTU124","S008874",151
"OTU99","S008874",173
"OTU246","S008874",11
"OTU296","S008874",12
"OTU528","S008874",32
"OTU395","S008874",2
"OTU40","S009098",3067
"OTU116","S009098",419
"OTU297","S009098",3
"OTU281","S009098",3
"OTU497","S009098",1
"OTU366","S009098",3
"OTU420","S009098",6
"OTU339","S009098",1
"OTU671","S009098",1
"OTU361","S009098",5
"OTU446","S009098",1
"OTU434","S009098",1
"OTU405","S009098",2
"OTU380","S009098",1
"OTU465","S009098",3
"OTU910","S009098",1
"OTU812","S009098",1
"OTU402","S009098",13
"OTU329","S009098",5
"OTU330","S009098",5
"OTU482","S009098",2
"OTU384","S009098",2
"OTU297","S009011",1
"OTU281","S009011",1
"OTU366","S009011",2
"OTU339","S009011",1
"OTU424","S009011",1
"OTU361","S009011",2
"OTU446","S009011",1
"OTU405","S009011",1
"OTU556","S009011",1
"OTU417","S009011",1
"OTU465","S009011",1
"OTU910","S009011",1
"OTU429","S009011",1
"OTU49","S009012",3585
"OTU297","S009012",2
"OTU281","S009012",3
"OTU366","S009012",3
"OTU420","S009012",1
"OTU424","S009012",2
"OTU671","S009012",1
"OTU361","S009012",1
"OTU446","S009012",1
"OTU405","S009012",1
"OTU305","S009012",1
"OTU417","S009012",1
"OTU551","S009012",1
"OTU380","S009012",2
"OTU465","S009012",1
"OTU910","S009012",1
"OTU872","S009012",1
"OTU728","S009012",8
"OTU375","S009012",5
"OTU792","S009012",5
"OTU306","S009012",5
"OTU491","S009012",3
"OTU881","S009012",3
"OTU777","S009012",2
"OTU515","S009012",2
"OTU371","S009012",2
"OTU907","S009012",2
"OTU711","S009012",2
"OTU906","S009012",2
"OTU823","S009012",2
"OTU545","S009012",3
"OTU639","S009012",3
"OTU396","S009012",2
"OTU500","S009012",5
"OTU404","S009012",7
"OTU800","S009012",2
"OTU646","S009012",2
"OTU281","S008866",4
"OTU420","S008866",2
"OTU339","S008866",3
"OTU424","S008866",1
"OTU671","S008866",2
"OTU361","S008866",1
"OTU446","S008866",3
"OTU434","S008866",1
"OTU405","S008866",1
"OTU417","S008866",1
"OTU551","S008866",1
"OTU465","S008866",1
"OTU297","S009002",1
"OTU497","S009002",2
"OTU420","S009002",5
"OTU84","S009002",186
"OTU632","S009002",1
"OTU424","S009002",2
"OTU671","S009002",4
"OTU556","S009002",1
"OTU305","S009002",2
"OTU380","S009002",1
"OTU2","S009002",1
"OTU45","S009089",1693
"OTU297","S009089",2
"OTU281","S009089",2
"OTU497","S009089",1
"OTU366","S009089",1
"OTU420","S009089",1
"OTU632","S009089",3
"OTU424","S009089",1
"OTU671","S009089",3
"OTU446","S009089",2
"OTU405","S009089",1
"OTU556","S009089",1
"OTU417","S009089",2
"OTU465","S009089",1
"OTU532","S009089",1
"OTU523","S009089",1
"OTU429","S009089",1
"OTU754","S009089",2
"OTU257","S009089",6
"OTU9","S008887",6771
"OTU366","S008887",2
"OTU420","S008887",1
"OTU339","S008887",2
"OTU632","S008887",2
"OTU570","S008887",1
"OTU301","S008887",3
"OTU429","S008887",1
"OTU615","S008887",3
"OTU817","S008887",8
"OTU264","S008887",9
"OTU242","S008887",8
"OTU598","S008887",7
"OTU316","S008887",7
"OTU842","S008887",6
"OTU439","S008887",6
"OTU660","S008887",5
"OTU518","S008887",4
"OTU896","S008887",3
"OTU676","S008887",3
"OTU533","S008887",2
"OTU378","S008887",2
"OTU6","S008887",2
"OTU27","S008887",2
"OTU297","S009005",1
"OTU281","S009005",3
"OTU497","S009005",3
"OTU366","S009005",3
"OTU420","S009005",1
"OTU424","S009005",2
"OTU671","S009005",3
"OTU361","S009005",2
"OTU446","S009005",4
"OTU434","S009005",2
"OTU405","S009005",3
"OTU556","S009005",3
"OTU380","S009005",1
"OTU465","S009005",3
"OTU872","S009005",1
"OTU812","S009005",1
"OTU860","S009005",3
"OTU32","S009005",1
"OTU297","S009088",2
"OTU281","S009088",2
"OTU497","S009088",2
"OTU366","S009088",2
"OTU420","S009088",1
"OTU632","S009088",1
"OTU424","S009088",1
"OTU446","S009088",1
"OTU405","S009088",1
"OTU305","S009088",1
"OTU417","S009088",2
"OTU380","S009088",2
"OTU465","S009088",2
"OTU872","S009088",1
"OTU172","S009088",110
"OTU765","S009088",5
"OTU277","S009088",23
"OTU9","S008876",44
"OTU49","S008876",1
"OTU297","S008876",2
"OTU281","S008876",1
"OTU497","S008876",1
"OTU366","S008876",1
"OTU339","S008876",1
"OTU632","S008876",3
"OTU424","S008876",2
"OTU671","S008876",2
"OTU361","S008876",1
"OTU446","S008876",1
"OTU434","S008876",3
"OTU417","S008876",1
"OTU380","S008876",2
"OTU146","S008876",98
"OTU465","S008876",1
"OTU523","S008876",1
"OTU429","S008876",1
"OTU609","S008876",1
"OTU203","S008876",3
"OTU469","S008876",4
"OTU44","S008892",1717
"OTU281","S008892",2
"OTU497","S008892",1
"OTU366","S008892",1
"OTU339","S008892",2
"OTU632","S008892",1
"OTU424","S008892",2
"OTU671","S008892",2
"OTU361","S008892",1
"OTU446","S008892",1
"OTU434","S008892",1
"OTU405","S008892",2
"OTU556","S008892",1
"OTU305","S008892",1
"OTU551","S008892",1
"OTU523","S008892",1
"OTU872","S008892",1
"OTU524","S008892",2
"OTU297","S008880",1
"OTU281","S008880",1
"OTU420","S008880",1
"OTU339","S008880",1
"OTU671","S008880",1
"OTU446","S008880",1
"OTU434","S008880",3
"OTU405","S008880",2
"OTU305","S008880",1
"OTU380","S008880",3
"OTU465","S008880",1
"OTU532","S008880",1
"OTU53","S008880",3631
"OTU159","S008880",369
"OTU92","S008880",681
"OTU79","S008880",415
"OTU244","S008880",306
"OTU779","S008880",52
"OTU119","S008880",62
"OTU738","S008880",2
"OTU261","S008880",4
"OTU382","S008880",30
"OTU818","S008880",2
"OTU610","S008880",2
"OTU565","S008880",2
"OTU706","S008880",2
"OTU542","S008880",2
"OTU245","S008880",6
"OTU347","S008880",3
"OTU281","S009014",2
"OTU497","S009014",4
"OTU366","S009014",1
"OTU632","S009014",1
"OTU424","S009014",1
"OTU361","S009014",1
"OTU405","S009014",1
"OTU305","S009014",1
"OTU380","S009014",1
"OTU465","S009014",2
"OTU910","S009014",2
"OTU872","S009014",1
"OTU24","S009014",3303
"OTU849","S009014",2
"OTU297","S008893",3
"OTU281","S008893",3
"OTU497","S008893",1
"OTU366","S008893",3
"OTU632","S008893",1
"OTU424","S008893",3
"OTU361","S008893",2
"OTU434","S008893",1
"OTU405","S008893",1
"OTU556","S008893",2
"OTU417","S008893",2
"OTU148","S008893",90
"OTU532","S008893",2
"OTU203","S008893",6
"OTU304","S008893",7
"OTU636","S008893",5
"OTU441","S008893",4
"OTU751","S008893",2
"OTU6","S008893",3
"OTU31","S008893",2836
"OTU150","S008893",59
"OTU802","S008893",6
"OTU294","S008893",21
"OTU507","S008893",2
"OTU69","S009015",800
"OTU135","S009015",882
"OTU98","S009015",226
"OTU125","S009015",112
"OTU297","S009015",2
"OTU281","S009015",2
"OTU366","S009015",2
"OTU420","S009015",1
"OTU339","S009015",4
"OTU424","S009015",1
"OTU434","S009015",2
"OTU405","S009015",1
"OTU380","S009015",1
"OTU465","S009015",1
"OTU532","S009015",1
"OTU689","S009015",25
"OTU910","S009015",1
"OTU770","S009015",48
"OTU341","S009015",16
"OTU797","S009015",1
"OTU323","S009015",6
"OTU494","S009015",8
"OTU707","S009015",5
"OTU819","S009015",5
"OTU616","S009015",1
"OTU538","S009015",2
"OTU667","S009015",1
"OTU363","S009015",3
"OTU1","S009015",1
"OTU55","S008867",1518
"OTU297","S008867",2
"OTU281","S008867",1
"OTU366","S008867",1
"OTU446","S008867",1
"OTU405","S008867",1
"OTU305","S008867",1
"OTU380","S008867",1
"OTU128","S008867",2
"OTU523","S008867",1
"OTU442","S008867",53
"OTU436","S008867",22
"OTU237","S008867",13
"OTU773","S008867",7
"OTU463","S008867",5
"OTU372","S008867",4
"OTU662","S008867",3
"OTU374","S008867",3
"OTU871","S008867",3
"OTU902","S008867",3
"OTU333","S008867",3
"OTU593","S008867",2
"OTU668","S008867",2
"OTU913","S008867",2
"OTU645","S008867",2
"OTU683","S008867",2
"OTU859","S008867",2
