"OTU.ID","Sample","Reads"
"OTU446","S009019",1
"OTU434","S009019",2
"OTU305","S009019",1
"OTU551","S009019",2
"OTU465","S009019",1
"OTU11","S009019",1217
"OTU47","S009019",216
"OTU359","S009019",3
"OTU622","S009019",2
"OTU4","S009068",1410
"OTU17","S009068",2
"OTU37","S009068",1
"OTU297","S009068",1
"OTU497","S009068",1
"OTU366","S009068",1
"OTU420","S009068",1
"OTU632","S009068",2
"OTU671","S009068",1
"OTU361","S009068",1
"OTU405","S009068",2
"OTU417","S009068",1
"OTU465","S009068",1
"OTU910","S009068",1
"OTU429","S009068",2
"OTU297","S008839",2
"OTU281","S008839",2
"OTU497","S008839",6
"OTU366","S008839",1
"OTU420","S008839",2
"OTU339","S008839",3
"OTU632","S008839",1
"OTU424","S008839",2
"OTU671","S008839",3
"OTU361","S008839",1
"OTU434","S008839",2
"OTU556","S008839",1
"OTU305","S008839",2
"OTU417","S008839",1
"OTU551","S008839",2
"OTU910","S008839",1
"OTU523","S008839",1
"OTU872","S008839",2
"OTU429","S008839",2
"OTU812","S008839",1
"OTU86","S008839",1
"OTU120","S008839",50
"OTU80","S008839",162
"OTU142","S008839",62
"OTU600","S008839",2
"OTU297","S009059",1
"OTU366","S009059",4
"OTU420","S009059",3
"OTU339","S009059",2
"OTU632","S009059",1
"OTU424","S009059",1
"OTU671","S009059",1
"OTU361","S009059",1
"OTU446","S009059",4
"OTU405","S009059",1
"OTU417","S009059",1
"OTU523","S009059",1
"OTU812","S009059",1
"OTU260","S009059",10
"OTU86","S009059",209
"OTU265","S009059",6
"OTU733","S009059",3
"OTU472","S009059",2
"OTU297","S008838",1
"OTU281","S008838",1
"OTU497","S008838",1
"OTU366","S008838",1
"OTU420","S008838",1
"OTU339","S008838",1
"OTU632","S008838",2
"OTU424","S008838",1
"OTU671","S008838",3
"OTU434","S008838",3
"OTU556","S008838",2
"OTU305","S008838",1
"OTU417","S008838",1
"OTU465","S008838",1
"OTU532","S008838",1
"OTU523","S008838",1
"OTU297","S008896",4
"OTU366","S008896",4
"OTU339","S008896",1
"OTU632","S008896",1
"OTU424","S008896",3
"OTU361","S008896",2
"OTU434","S008896",2
"OTU405","S008896",2
"OTU556","S008896",2
"OTU551","S008896",1
"OTU192","S008896",44
"OTU812","S008896",1
"OTU66","S009049",444
"OTU297","S009049",3
"OTU281","S009049",1
"OTU366","S009049",2
"OTU420","S009049",2
"OTU339","S009049",2
"OTU632","S009049",2
"OTU424","S009049",2
"OTU671","S009049",1
"OTU556","S009049",3
"OTU417","S009049",1
"OTU910","S009049",1
"OTU609","S009049",3
"OTU212","S009049",11
"OTU517","S009049",2
"OTU297","S008843",2
"OTU281","S008843",1
"OTU497","S008843",1
"OTU366","S008843",1
"OTU420","S008843",4
"OTU632","S008843",1
"OTU424","S008843",1
"OTU361","S008843",2
"OTU446","S008843",1
"OTU434","S008843",1
"OTU405","S008843",1
"OTU556","S008843",1
"OTU417","S008843",1
"OTU551","S008843",1
"OTU380","S008843",4
"OTU465","S008843",1
"OTU62","S008843",2011
"OTU151","S008843",334
"OTU51","S008843",1
"OTU292","S008843",6
"OTU573","S008843",4
"OTU137","S008843",130
"OTU321","S008843",180
"OTU489","S008843",41
"OTU857","S008843",2
"OTU534","S008843",15
"OTU811","S008843",12
"OTU644","S008843",13
"OTU360","S008843",12
"OTU401","S008843",8
"OTU599","S008843",14
"OTU612","S008843",43
"OTU344","S008843",25
"OTU271","S008843",9
"OTU476","S008843",10
"OTU895","S008843",2
"OTU855","S008843",7
"OTU466","S008843",3
"OTU605","S008843",2
"OTU894","S008843",7
"OTU285","S008843",11
"OTU156","S008843",29
"OTU841","S008843",5
"OTU388","S008843",4
"OTU594","S008843",2
"OTU477","S008843",15
"OTU413","S008843",2
"OTU158","S008843",20
"OTU831","S008843",5
"OTU847","S008843",2
"OTU562","S008843",7
"OTU912","S008843",6
"OTU553","S008843",7
"OTU796","S008843",2
"OTU527","S008843",5
"OTU830","S008843",7
"OTU832","S008843",2
"OTU735","S008843",4
"OTU736","S008843",2
"OTU471","S008843",2
"OTU568","S008843",3
"OTU268","S008843",8
"OTU400","S008843",2
"OTU569","S008843",7
"OTU509","S008843",8
"OTU854","S008843",2
"OTU771","S008843",2
"OTU627","S008843",4
"OTU839","S008843",7
"OTU362","S008843",2
"OTU614","S008843",2
"OTU461","S008843",2
"OTU272","S008843",4
"OTU611","S008843",3
"OTU577","S008843",2
"OTU364","S008843",5
"OTU587","S008843",2
"OTU630","S008843",2
"OTU455","S008843",2
"OTU640","S008843",2
"OTU799","S008843",2
"OTU905","S008843",2
"OTU744","S008843",2
"OTU502","S008843",2
"OTU590","S008843",2
"OTU701","S008843",2
"OTU870","S008843",2
"OTU866","S008843",2
"OTU578","S008843",2
"OTU356","S008843",2
"OTU486","S008843",2
"OTU499","S008843",2
"OTU734","S008843",2
"OTU697","S008843",2
"OTU809","S008843",2
"OTU519","S008843",2
"OTU430","S008843",2
"OTU620","S008843",2
"OTU619","S008843",2
"OTU485","S008843",3
"OTU18","S008820",4374
"OTU281","S008820",3
"OTU497","S008820",2
"OTU366","S008820",1
"OTU420","S008820",3
"OTU339","S008820",3
"OTU424","S008820",2
"OTU361","S008820",2
"OTU446","S008820",1
"OTU434","S008820",1
"OTU405","S008820",1
"OTU556","S008820",2
"OTU305","S008820",1
"OTU551","S008820",1
"OTU532","S008820",1
"OTU523","S008820",1
"OTU872","S008820",1
"OTU429","S008820",1
"OTU609","S008820",1
"OTU650","S008820",21
"OTU795","S008820",11
"OTU882","S008820",11
"OTU327","S008820",11
"OTU334","S008820",10
"OTU462","S008820",9
"OTU848","S008820",9
"OTU586","S008820",9
"OTU467","S008820",7
"OTU760","S008820",6
"OTU555","S008820",6
"OTU794","S008820",4
"OTU552","S008820",4
"OTU768","S008820",4
"OTU836","S008820",2
"OTU3","S008820",1
"OTU4","S009038",9806
"OTU297","S009038",7
"OTU281","S009038",4
"OTU497","S009038",1
"OTU366","S009038",5
"OTU420","S009038",8
"OTU632","S009038",3
"OTU424","S009038",3
"OTU671","S009038",1
"OTU361","S009038",2
"OTU446","S009038",2
"OTU434","S009038",3
"OTU405","S009038",1
"OTU556","S009038",3
"OTU305","S009038",1
"OTU551","S009038",2
"OTU380","S009038",2
"OTU465","S009038",3
"OTU532","S009038",2
"OTU523","S009038",2
"OTU872","S009038",1
"OTU609","S009038",1
"OTU171","S009038",27
"OTU812","S009038",2
"OTU468","S009038",8
"OTU297","S009078",1
"OTU281","S009078",2
"OTU366","S009078",1
"OTU420","S009078",1
"OTU339","S009078",2
"OTU424","S009078",2
"OTU671","S009078",2
"OTU361","S009078",1
"OTU434","S009078",1
"OTU405","S009078",1
"OTU551","S009078",1
"OTU380","S009078",1
"OTU465","S009078",2
"OTU532","S009078",2
"OTU523","S009078",2
"OTU42","S009078",2621
"OTU231","S009078",14
"OTU255","S009078",9
"OTU715","S009078",4
"OTU397","S009078",3
"OTU497","S009039",1
"OTU366","S009039",2
"OTU420","S009039",3
"OTU632","S009039",2
"OTU671","S009039",1
"OTU361","S009039",1
"OTU405","S009039",4
"OTU417","S009039",1
"OTU380","S009039",1
"OTU465","S009039",1
"OTU910","S009039",1
"OTU188","S009039",12
"OTU50","S009024",1953
"OTU297","S009024",1
"OTU497","S009024",1
"OTU366","S009024",1
"OTU420","S009024",1
"OTU339","S009024",1
"OTU632","S009024",2
"OTU671","S009024",3
"OTU434","S009024",2
"OTU405","S009024",1
"OTU305","S009024",1
"OTU551","S009024",2
"OTU380","S009024",1
"OTU465","S009024",1
"OTU532","S009024",2
"OTU214","S009024",30
"OTU340","S009024",11
"OTU77","S009056",385
"OTU281","S009056",1
"OTU497","S009056",2
"OTU366","S009056",1
"OTU420","S009056",1
"OTU339","S009056",3
"OTU632","S009056",1
"OTU424","S009056",1
"OTU361","S009056",5
"OTU434","S009056",4
"OTU405","S009056",1
"OTU556","S009056",3
"OTU305","S009056",1
"OTU417","S009056",3
"OTU380","S009056",1
"OTU465","S009056",1
"OTU523","S009056",1
"OTU429","S009056",1
"OTU345","S009056",11
"OTU297","S008831",1
"OTU281","S008831",1
"OTU366","S008831",1
"OTU420","S008831",2
"OTU339","S008831",3
"OTU424","S008831",1
"OTU671","S008831",1
"OTU556","S008831",1
"OTU305","S008831",1
"OTU417","S008831",1
"OTU551","S008831",2
"OTU380","S008831",1
"OTU910","S008831",1
"OTU872","S008831",2
"OTU27","S008831",3349
"OTU788","S008831",5
"OTU602","S008831",2
"OTU4","S008852",1
"OTU297","S008852",2
"OTU281","S008852",2
"OTU497","S008852",4
"OTU420","S008852",3
"OTU339","S008852",3
"OTU632","S008852",2
"OTU424","S008852",1
"OTU361","S008852",1
"OTU434","S008852",1
"OTU305","S008852",1
"OTU532","S008852",3
"OTU872","S008852",1
"OTU812","S008852",1
"OTU32","S008852",4065
"OTU262","S008852",33
"OTU97","S008853",388
"OTU123","S008853",230
"OTU297","S008853",1
"OTU497","S008853",3
"OTU87","S008853",190
"OTU339","S008853",1
"OTU632","S008853",3
"OTU424","S008853",1
"OTU671","S008853",1
"OTU336","S008853",128
"OTU249","S008853",110
"OTU551","S008853",1
"OTU826","S008853",35
"OTU609","S008853",1
"OTU189","S008853",25
"OTU473","S008853",23
"OTU641","S008853",11
"OTU297","S008823",2
"OTU281","S008823",1
"OTU497","S008823",3
"OTU366","S008823",3
"OTU420","S008823",2
"OTU339","S008823",1
"OTU632","S008823",3
"OTU424","S008823",3
"OTU361","S008823",1
"OTU405","S008823",1
"OTU417","S008823",1
"OTU551","S008823",2
"OTU380","S008823",1
"OTU465","S008823",1
"OTU429","S008823",1
"OTU603","S008823",3
"OTU297","S009079",1
"OTU281","S009079",1
"OTU497","S009079",2
"OTU420","S009079",1
"OTU339","S009079",4
"OTU632","S009079",1
"OTU424","S009079",1
"OTU446","S009079",2
"OTU434","S009079",1
"OTU405","S009079",1
"OTU556","S009079",1
"OTU551","S009079",1
"OTU61","S009079",2776
"OTU178","S009079",27
"OTU595","S009079",3
"OTU628","S009079",11
"OTU17","S008840",999
"OTU35","S008840",1
"OTU71","S008840",1
"OTU104","S008840",15
"OTU117","S008840",108
"OTU339","S008840",3
"OTU424","S008840",1
"OTU671","S008840",3
"OTU361","S008840",1
"OTU446","S008840",2
"OTU405","S008840",1
"OTU305","S008840",1
"OTU551","S008840",1
"OTU532","S008840",2
"OTU910","S008840",4
"OTU278","S008840",48
"OTU872","S008840",1
"OTU429","S008840",1
"OTU425","S008840",19
"OTU911","S008840",4
"OTU844","S008840",2
"OTU218","S008840",12
"OTU280","S008840",3
"OTU168","S008840",20
"OTU856","S008840",2
"OTU297","S008850",3
"OTU497","S008850",2
"OTU420","S008850",3
"OTU339","S008850",1
"OTU671","S008850",1
"OTU405","S008850",1
"OTU114","S008850",101
"OTU551","S008850",1
"OTU380","S008850",1
"OTU465","S008850",1
"OTU429","S008850",1
"OTU93","S008850",621
"OTU904","S008850",33
"OTU21","S008851",1962
"OTU297","S008851",1
"OTU281","S008851",1
"OTU339","S008851",2
"OTU632","S008851",2
"OTU671","S008851",3
"OTU305","S008851",1
"OTU551","S008851",2
"OTU872","S008851",1
"OTU351","S008851",9
"OTU669","S008851",3
"OTU513","S008851",2
"OTU581","S008851",2
"OTU529","S008851",2
"OTU488","S008851",2
"OTU398","S008851",2
"OTU813","S008851",2
"OTU876","S008851",2
"OTU536","S008851",2
"OTU416","S008851",2
"OTU355","S008851",2
"OTU704","S008851",2
"OTU804","S008851",2
"OTU365","S008851",2
"OTU353","S008851",2
"OTU193","S008851",17
"OTU767","S008851",2
"OTU739","S008851",5
"OTU17","S008842",1
"OTU73","S008842",631
"OTU89","S008842",440
"OTU297","S008842",5
"OTU281","S008842",1
"OTU366","S008842",1
"OTU420","S008842",3
"OTU339","S008842",1
"OTU632","S008842",1
"OTU424","S008842",3
"OTU671","S008842",1
"OTU361","S008842",1
"OTU446","S008842",1
"OTU434","S008842",1
"OTU405","S008842",2
"OTU114","S008842",1
"OTU556","S008842",1
"OTU571","S008842",121
"OTU305","S008842",1
"OTU417","S008842",1
"OTU551","S008842",1
"OTU465","S008842",1
"OTU910","S008842",2
"OTU523","S008842",1
"OTU324","S008842",9
"OTU539","S008842",8
"OTU93","S008842",19
"OTU163","S008842",38
"OTU663","S008842",7
"OTU904","S008842",2
"OTU625","S008842",8
"OTU30","S008841",11
"OTU54","S008841",12
"OTU39","S008841",2
"OTU64","S008841",846
"OTU76","S008841",522
"OTU89","S008841",2
"OTU297","S008841",1
"OTU281","S008841",1
"OTU366","S008841",1
"OTU632","S008841",1
"OTU424","S008841",2
"OTU671","S008841",1
"OTU446","S008841",1
"OTU114","S008841",9
"OTU556","S008841",1
"OTU305","S008841",2
"OTU417","S008841",2
"OTU118","S008841",103
"OTU380","S008841",1
"OTU523","S008841",1
"OTU312","S008841",22
"OTU180","S008841",14
"OTU234","S008841",10
"OTU621","S008841",8
"OTU225","S008841",8
"OTU724","S008841",5
"OTU692","S008841",4
"OTU827","S008841",2
"OTU695","S008841",2
"OTU3","S008841",96
"OTU5","S008841",9
"OTU698","S008841",1
"OTU106","S008841",158
"OTU93","S008841",55
"OTU143","S008841",84
"OTU107","S008841",125
"OTU554","S008841",1
"OTU110","S008841",1
"OTU757","S008841",6
"OTU629","S008841",3
"OTU703","S008841",4
"OTU721","S008841",2
"OTU17","S008822",20
"OTU18","S008822",66
"OTU297","S008822",1
"OTU281","S008822",1
"OTU497","S008822",1
"OTU339","S008822",2
"OTU632","S008822",3
"OTU424","S008822",2
"OTU556","S008822",1
"OTU417","S008822",1
"OTU551","S008822",1
"OTU872","S008822",2
"OTU303","S008822",6
"OTU670","S008822",3
"OTU93","S008822",10
"OTU904","S008822",3
"OTU281","S008830",2
"OTU497","S008830",1
"OTU366","S008830",2
"OTU339","S008830",2
"OTU424","S008830",3
"OTU671","S008830",2
"OTU361","S008830",1
"OTU446","S008830",2
"OTU405","S008830",1
"OTU305","S008830",1
"OTU417","S008830",1
"OTU551","S008830",1
"OTU380","S008830",1
"OTU465","S008830",1
"OTU532","S008830",1
"OTU910","S008830",1
"OTU523","S008830",1
"OTU25","S008830",4242
"OTU793","S008830",2
"OTU57","S008821",1161
"OTU297","S008821",2
"OTU339","S008821",1
"OTU671","S008821",1
"OTU446","S008821",1
"OTU434","S008821",1
"OTU305","S008821",1
"OTU417","S008821",1
"OTU429","S008821",1
"OTU20","S008821",119
"OTU141","S008821",44
"OTU297","S009046",1
"OTU281","S009046",4
"OTU497","S009046",1
"OTU366","S009046",1
"OTU420","S009046",1
"OTU632","S009046",3
"OTU671","S009046",3
"OTU361","S009046",1
"OTU446","S009046",1
"OTU434","S009046",2
"OTU556","S009046",1
"OTU305","S009046",1
"OTU417","S009046",1
"OTU551","S009046",2
"OTU380","S009046",1
"OTU910","S009046",4
"OTU523","S009046",1
"OTU248","S009046",4
"OTU297","S009036",1
"OTU281","S009036",2
"OTU497","S009036",1
"OTU366","S009036",2
"OTU420","S009036",1
"OTU339","S009036",2
"OTU632","S009036",3
"OTU424","S009036",2
"OTU671","S009036",1
"OTU361","S009036",2
"OTU446","S009036",1
"OTU434","S009036",1
"OTU405","S009036",2
"OTU556","S009036",1
"OTU305","S009036",2
"OTU417","S009036",1
"OTU465","S009036",1
"OTU532","S009036",2
"OTU523","S009036",1
"OTU872","S009036",1
"OTU609","S009036",2
"OTU12","S009036",5950
"OTU175","S009036",45
"OTU403","S009036",28
"OTU633","S009036",16
"OTU512","S009036",61
"OTU530","S009036",7
"OTU217","S009036",35
"OTU653","S009036",6
"OTU525","S009036",4
"OTU297","S009034",1
"OTU281","S009034",2
"OTU366","S009034",1
"OTU420","S009034",1
"OTU424","S009034",1
"OTU671","S009034",1
"OTU446","S009034",1
"OTU434","S009034",2
"OTU102","S009034",149
"OTU405","S009034",2
"OTU417","S009034",1
"OTU551","S009034",2
"OTU532","S009034",1
"OTU429","S009034",1
"OTU12","S009034",1
"OTU297","S009026",1
"OTU281","S009026",2
"OTU497","S009026",2
"OTU366","S009026",2
"OTU420","S009026",3
"OTU339","S009026",4
"OTU632","S009026",3
"OTU424","S009026",1
"OTU446","S009026",1
"OTU434","S009026",2
"OTU405","S009026",3
"OTU556","S009026",1
"OTU465","S009026",1
"OTU910","S009026",1
"OTU523","S009026",1
"OTU872","S009026",1
"OTU20","S009026",1
"OTU3","S009026",13298
"OTU110","S009026",74
"OTU814","S009026",8
"OTU887","S009026",2
"OTU29","S008833",19
"OTU297","S008833",2
"OTU281","S008833",1
"OTU497","S008833",2
"OTU420","S008833",1
"OTU632","S008833",1
"OTU424","S008833",1
"OTU671","S008833",2
"OTU446","S008833",2
"OTU434","S008833",1
"OTU405","S008833",1
"OTU103","S008833",134
"OTU136","S008833",120
"OTU305","S008833",1
"OTU551","S008833",1
"OTU131","S008833",64
"OTU523","S008833",1
"OTU211","S008833",19
"OTU93","S008833",15
"OTU25","S008833",41
"OTU108","S008833",159
"OTU411","S008833",5
"OTU281","S008832",1
"OTU497","S008832",2
"OTU366","S008832",3
"OTU420","S008832",2
"OTU339","S008832",3
"OTU632","S008832",1
"OTU424","S008832",1
"OTU361","S008832",2
"OTU446","S008832",3
"OTU434","S008832",1
"OTU405","S008832",2
"OTU556","S008832",3
"OTU417","S008832",3
"OTU465","S008832",1
"OTU532","S008832",1
"OTU523","S008832",1
"OTU609","S008832",1
"OTU812","S008832",1
"OTU34","S008832",2103
"OTU130","S008832",137
"OTU162","S008832",27
"OTU880","S008832",11
"OTU713","S008832",2
"OTU664","S008832",3
"OTU393","S008832",2
"OTU591","S008832",2
"OTU873","S008832",2
"OTU75","S009044",1242
"OTU297","S009044",2
"OTU281","S009044",1
"OTU498","S009044",224
"OTU497","S009044",1
"OTU366","S009044",1
"OTU420","S009044",1
"OTU339","S009044",4
"OTU632","S009044",1
"OTU424","S009044",2
"OTU446","S009044",1
"OTU434","S009044",1
"OTU551","S009044",1
"OTU532","S009044",1
"OTU812","S009044",2
"OTU875","S009044",19
"OTU297","S009055",1
"OTU281","S009055",2
"OTU420","S009055",1
"OTU339","S009055",1
"OTU632","S009055",2
"OTU671","S009055",1
"OTU361","S009055",1
"OTU434","S009055",1
"OTU134","S009055",113
"OTU417","S009055",2
"OTU551","S009055",1
"OTU872","S009055",1
"OTU609","S009055",1
"OTU208","S009055",5
"OTU505","S009055",2
"OTU4","S009054",1
"OTU15","S009054",1587
"OTU297","S009054",2
"OTU497","S009054",3
"OTU366","S009054",2
"OTU420","S009054",2
"OTU339","S009054",3
"OTU632","S009054",2
"OTU424","S009054",1
"OTU671","S009054",3
"OTU361","S009054",5
"OTU446","S009054",3
"OTU405","S009054",1
"OTU305","S009054",1
"OTU417","S009054",1
"OTU551","S009054",2
"OTU380","S009054",2
"OTU465","S009054",1
"OTU532","S009054",1
"OTU872","S009054",1
"OTU182","S009054",5
