"OTU.ID","Sample","Proportion"
"OTU776","S009050",0.000380156
"OTU55764","S009050",0.000190078
"OTU96376","S009050",0.08363429
"OTU26338","S009050",0.015016157
"OTU8497","S009050",0.035734651
"OTU16072","S009050",0.033263638
"OTU14879","S009050",0.074130393
"OTU79705","S009050",0.024710131
"OTU61757","S009050",0.026230755
"OTU52764","S009050",0.000190078
"OTU30010","S009050",0.003801559
"OTU2677","S009050",0.000570234
"OTU1752","S009050",0.002661091
"OTU3346","S009050",0.00095039
"OTU84913","S009050",0.002280935
"OTU9489","S009050",0.000760312
"OTU47141","S009050",0.00551226
"OTU6553","S009050",0.000190078
"OTU2700","S009050",0.001710701
"OTU1023","S009050",0.000760312
"OTU1790","S009050",0.000190078
"OTU41409","S009050",0.008173351
"OTU4227","S009050",0.000380156
"OTU36484","S009050",0.000570234
"OTU60088","S009050",0.001140468
"OTU105827","S009050",0.000190078
"OTU23860","S009050",0.000380156
"OTU26541","S009050",0.000190078
"OTU22483","S009050",0.001520623
"OTU20785","S009050",0.000380156
"OTU102408","S009050",0.000380156
"OTU19697","S009050",0.001140468
"OTU42858","S009050",0.000190078
"OTU30087","S009050",0.000190078
"OTU948","S009050",0.000190078
"OTU27244","S009050",0.000190078
"OTU3076","S009050",0.000380156
"OTU1974","S009050",0.000190078
"OTU102257","S009050",0.000190078
"OTU45932","S009050",0.000190078
"OTU3632","S009050",0.000380156
"OTU21935","S009050",0.000190078
"OTU94346","S009050",0.000380156
"OTU90289","S009050",0.000190078
"OTU3520","S009050",0.000190078
"OTU3090","S009050",0.000190078
"OTU68022","S009050",0.000190078
"OTU150","S009051",0.953486784
"OTU956","S009051",3.42e-05
"OTU1199","S009051",3.42e-05
"OTU2648","S009051",0.00099037
"OTU181","S009051",0.001263575
"OTU776","S009051",0.001946588
"OTU252","S009051",0.000170753
"OTU55764","S009051",0.010211051
"OTU26338","S009051",3.42e-05
"OTU8497","S009051",0.000102452
"OTU2259","S009051",0.006215422
"OTU24731","S009051",0.000170753
"OTU13202","S009051",0.004302985
"OTU4375","S009051",0.001331876
"OTU8807","S009051",0.000409808
"OTU1439","S009051",0.002732054
"OTU47832","S009051",0.003107711
"OTU2677","S009051",0.001366027
"OTU5539","S009051",0.001331876
"OTU5518","S009051",0.004473738
"OTU3346","S009051",0.000204904
"OTU4186","S009051",0.000204904
"OTU14526","S009051",0.001468479
"OTU53175","S009051",0.000717164
"OTU20411","S009051",6.83e-05
"OTU53045","S009051",0.000546411
"OTU1790","S009051",0.000580561
"OTU79531","S009051",0.000102452
"OTU97283","S009051",3.42e-05
"OTU91370","S009051",0.000273205
"OTU1123","S009051",3.42e-05
"OTU17328","S009051",0.000102452
"OTU38397","S009051",6.83e-05
"OTU6323","S009051",3.42e-05
"OTU12968","S009051",3.42e-05
"OTU14378","S009051",3.42e-05
"OTU15064","S009051",0.000204904
"OTU69608","S009051",0.000239055
"OTU20438","S009051",3.42e-05
"OTU479","S009051",0.000239055
"OTU3291","S009051",3.42e-05
"OTU53053","S009051",3.42e-05
"OTU14582","S009051",0.000341507
"OTU1213","S009051",6.83e-05
"OTU44875","S009051",3.42e-05
"OTU23071","S009051",3.42e-05
"OTU11669","S009051",3.42e-05
"OTU13044","S009051",3.42e-05
"OTU26736","S009051",3.42e-05
"OTU35334","S009051",3.42e-05
"OTU21415","S009051",6.83e-05
"OTU24668","S009051",3.42e-05
"OTU5379","S009051",3.42e-05
"OTU11348","S009051",3.42e-05
"OTU10154","S009051",3.42e-05
"OTU65409","S009051",3.42e-05
"OTU99437","S009051",3.42e-05
"OTU25214","S009051",3.42e-05
"OTU409","S009051",3.42e-05
"OTU582","S009051",3.42e-05
"OTU150","S009052",0.004370716
"OTU956","S009052",0.745803119
"OTU1199","S009052",0.202344293
"OTU8142","S009052",9.93e-05
"OTU2648","S009052",0.000397338
"OTU181","S009052",0.000496672
"OTU776","S009052",0.000298003
"OTU252","S009052",0.000132446
"OTU55764","S009052",9.93e-05
"OTU35295","S009052",0.000529784
"OTU96376","S009052",0.000264892
"OTU26338","S009052",0.015463064
"OTU8497","S009052",3.31e-05
"OTU16072","S009052",0.009734777
"OTU2259","S009052",3.31e-05
"OTU79705","S009052",6.62e-05
"OTU18608","S009052",6.62e-05
"OTU24731","S009052",0.000198669
"OTU52764","S009052",0.000165557
"OTU4375","S009052",3.31e-05
"OTU8807","S009052",3.31e-05
"OTU1439","S009052",3.31e-05
"OTU30010","S009052",0.00423827
"OTU1752","S009052",0.003576041
"OTU4186","S009052",9.93e-05
"OTU84913","S009052",0.001589351
"OTU9489","S009052",0.000927122
"OTU666","S009052",3.31e-05
"OTU13209","S009052",0.00023178
"OTU2700","S009052",0.000728453
"OTU1023","S009052",0.000629118
"OTU5185","S009052",0.000198669
"OTU41409","S009052",0.000264892
"OTU79531","S009052",3.31e-05
"OTU4227","S009052",0.000596007
"OTU36484","S009052",0.000430449
"OTU60088","S009052",0.000529784
"OTU105827","S009052",0.000496672
"OTU23860","S009052",0.000298003
"OTU9299","S009052",9.93e-05
"OTU26541","S009052",0.000331115
"OTU50986","S009052",0.000198669
"OTU22483","S009052",0.00023178
"OTU20785","S009052",9.93e-05
"OTU102408","S009052",0.000331115
"OTU23813","S009052",0.000397338
"OTU37464","S009052",3.31e-05
"OTU60086","S009052",0.000132446
"OTU42858","S009052",9.93e-05
"OTU6448","S009052",3.31e-05
"OTU76131","S009052",3.31e-05
"OTU30087","S009052",6.62e-05
"OTU58978","S009052",6.62e-05
"OTU93076","S009052",6.62e-05
"OTU47187","S009052",0.000132446
"OTU948","S009052",9.93e-05
"OTU3076","S009052",3.31e-05
"OTU1974","S009052",0.000364226
"OTU30009","S009052",6.62e-05
"OTU102257","S009052",9.93e-05
"OTU36577","S009052",6.62e-05
"OTU28151","S009052",0.000264892
"OTU90336","S009052",3.31e-05
"OTU84459","S009052",3.31e-05
"OTU21935","S009052",3.31e-05
"OTU3481","S009052",3.31e-05
"OTU29392","S009052",9.93e-05
"OTU27638","S009052",3.31e-05
"OTU71762","S009052",3.31e-05
"OTU42604","S009052",3.31e-05
"OTU30204","S009052",3.31e-05
"OTU4626","S009052",3.31e-05
"OTU1287","S009052",9.93e-05
"OTU24283","S009052",9.93e-05
"OTU758","S009052",6.62e-05
"OTU19750","S009052",3.31e-05
"OTU8485","S009052",6.62e-05
"OTU231","S009052",6.62e-05
"OTU58162","S009052",3.31e-05
"OTU9144","S009052",3.31e-05
"OTU314","S009052",3.31e-05
"OTU103071","S009052",3.31e-05
"OTU8589","S009052",3.31e-05
"OTU778","S009052",3.31e-05
"OTU42218","S009052",3.31e-05
"OTU150","S009053",0.960843113
"OTU776","S009053",0.001816557
"OTU55764","S009053",0.008823275
"OTU8497","S009053",2.88e-05
"OTU2259","S009053",0.009284623
"OTU18608","S009053",2.88e-05
"OTU13202","S009053",0.004036792
"OTU52764","S009053",2.88e-05
"OTU4375","S009053",0.000720856
"OTU1439","S009053",0.002739252
"OTU47832","S009053",0.002566247
"OTU2677","S009053",0.001758888
"OTU5539","S009053",0.001585883
"OTU3346","S009053",0.000230674
"OTU14526","S009053",0.00170122
"OTU53175","S009053",0.001239872
"OTU53045","S009053",0.000461348
"OTU1790","S009053",0.000432513
"OTU91370","S009053",0.000403679
"OTU1123","S009053",5.77e-05
"OTU17328","S009053",2.88e-05
"OTU38397","S009053",2.88e-05
"OTU14378","S009053",0.000144171
"OTU15064","S009053",5.77e-05
"OTU82364","S009053",0.000115337
"OTU69608","S009053",5.77e-05
"OTU20438","S009053",5.77e-05
"OTU479","S009053",8.65e-05
"OTU52676","S009053",2.88e-05
"OTU3291","S009053",0.000115337
"OTU1213","S009053",5.77e-05
"OTU73085","S009053",5.77e-05
"OTU69806","S009053",2.88e-05
"OTU54842","S009053",2.88e-05
"OTU102761","S009053",2.88e-05
"OTU20485","S009053",2.88e-05
"OTU13997","S009053",2.88e-05
"OTU65409","S009053",2.88e-05
"OTU42604","S009053",2.88e-05
"OTU30204","S009053",2.88e-05
"OTU99438","S009053",2.88e-05
"OTU25310","S009053",2.88e-05
"OTU101170","S009053",2.88e-05
"OTU16692","S009053",2.88e-05
"OTU53692","S009053",2.88e-05
"OTU150","S009064",0.180561878
"OTU956","S009064",0.562365871
"OTU1199","S009064",0.163978669
"OTU181","S009064",0.009267087
"OTU776","S009064",0.000227613
"OTU252","S009064",0.001463224
"OTU55764","S009064",0.017428627
"OTU26338","S009064",0.013266567
"OTU8497","S009064",9.75e-05
"OTU16072","S009064",0.012973922
"OTU2259","S009064",0.001528256
"OTU24731","S009064",0.000487741
"OTU13202","S009064",0.001203096
"OTU52764","S009064",3.25e-05
"OTU4375","S009064",0.000390193
"OTU8807","S009064",0.000227613
"OTU1439","S009064",0.001040515
"OTU47832","S009064",0.000357677
"OTU30010","S009064",0.002503739
"OTU2677","S009064",0.000682838
"OTU1752","S009064",0.003219093
"OTU5539","S009064",0.000227613
"OTU5518","S009064",3.25e-05
"OTU3346","S009064",3.25e-05
"OTU4186","S009064",0.001593289
"OTU14526","S009064",0.000292645
"OTU53175","S009064",9.75e-05
"OTU84913","S009064",0.001723353
"OTU9489","S009064",0.000390193
"OTU22980","S009064",0.007933927
"OTU47141","S009064",0.001203096
"OTU2700","S009064",0.000942967
"OTU1023","S009064",0.000650322
"OTU53045","S009064",0.000130064
"OTU1790","S009064",0.000130064
"OTU41409","S009064",9.75e-05
"OTU27118","S009064",0.002958965
"OTU79531","S009064",0.000227613
"OTU4227","S009064",0.000520258
"OTU97283","S009064",0.000195097
"OTU36484","S009064",0.000390193
"OTU60088","S009064",0.000455225
"OTU105827","S009064",0.000455225
"OTU23860","S009064",0.000292645
"OTU26541","S009064",0.000390193
"OTU91370","S009064",3.25e-05
"OTU50986","S009064",0.000422709
"OTU22483","S009064",0.000390193
"OTU20785","S009064",0.000195097
"OTU102408","S009064",0.000260129
"OTU38397","S009064",3.25e-05
"OTU23813","S009064",0.000130064
"OTU15064","S009064",0.00016258
"OTU613","S009064",3.25e-05
"OTU37464","S009064",6.5e-05
"OTU60086","S009064",3.25e-05
"OTU42858","S009064",0.000195097
"OTU20438","S009064",0.000195097
"OTU52676","S009064",9.75e-05
"OTU30087","S009064",3.25e-05
"OTU3291","S009064",0.00016258
"OTU58978","S009064",9.75e-05
"OTU93076","S009064",3.25e-05
"OTU47187","S009064",3.25e-05
"OTU62439","S009064",0.001170579
"OTU17354","S009064",3.25e-05
"OTU1974","S009064",3.25e-05
"OTU1213","S009064",3.25e-05
"OTU23075","S009064",6.5e-05
"OTU3203","S009064",3.25e-05
"OTU30009","S009064",3.25e-05
"OTU62733","S009064",3.25e-05
"OTU45932","S009064",3.25e-05
"OTU23071","S009064",6.5e-05
"OTU54842","S009064",3.25e-05
"OTU64126","S009064",3.25e-05
"OTU13174","S009064",3.25e-05
"OTU65588","S009064",3.25e-05
"OTU54606","S009064",0.000130064
"OTU102761","S009064",3.25e-05
"OTU26736","S009064",3.25e-05
"OTU35334","S009064",3.25e-05
"OTU3799","S009064",3.25e-05
"OTU40384","S009064",3.25e-05
"OTU51076","S009064",9.75e-05
"OTU13997","S009064",6.5e-05
"OTU18687","S009064",6.5e-05
"OTU35001","S009064",6.5e-05
"OTU5207","S009064",3.25e-05
"OTU13118","S009064",3.25e-05
"OTU8630","S009064",3.25e-05
"OTU3168","S009064",6.5e-05
"OTU4983","S009064",3.25e-05
"OTU51412","S009064",9.75e-05
"OTU18209","S009064",3.25e-05
"OTU97777","S009064",3.25e-05
"OTU18080","S009064",3.25e-05
"OTU83222","S009064",3.25e-05
"OTU19238","S009064",3.25e-05
"OTU79855","S009064",3.25e-05
"OTU150","S009065",0.001425917
"OTU956","S009065",0.130536231
"OTU1199","S009065",0.116147431
"OTU20237","S009065",0.704878365
"OTU8142","S009065",4.32e-05
"OTU181","S009065",4.32e-05
"OTU58181","S009065",0.014086333
"OTU776","S009065",4.32e-05
"OTU55764","S009065",0.000216048
"OTU35295","S009065",4.32e-05
"OTU26338","S009065",0.004320961
"OTU8497","S009065",0.000345677
"OTU16072","S009065",0.001814804
"OTU79705","S009065",0.000432096
"OTU52764","S009065",0.001814804
"OTU30010","S009065",0.00112345
"OTU2677","S009065",4.32e-05
"OTU1752","S009065",0.000604935
"OTU3346","S009065",0.000216048
"OTU4186","S009065",4.32e-05
"OTU76829","S009065",0.015123363
"OTU84913","S009065",0.000993821
"OTU9489","S009065",0.000345677
"OTU666","S009065",4.32e-05
"OTU47141","S009065",0.000475306
"OTU13209","S009065",4.32e-05
"OTU2700","S009065",0.000345677
"OTU1023","S009065",0.000172838
"OTU5185","S009065",4.32e-05
"OTU4227","S009065",0.000345677
"OTU36484","S009065",4.32e-05
"OTU60088","S009065",0.000172838
"OTU105827","S009065",0.000345677
"OTU1859","S009065",0.000604935
"OTU23860","S009065",8.64e-05
"OTU26541","S009065",8.64e-05
"OTU50986","S009065",0.000172838
"OTU5609","S009065",4.32e-05
"OTU20785","S009065",0.000172838
"OTU102408","S009065",4.32e-05
"OTU23813","S009065",4.32e-05
"OTU37464","S009065",4.32e-05
"OTU60086","S009065",0.000129629
"OTU42858","S009065",4.32e-05
"OTU30087","S009065",4.32e-05
"OTU948","S009065",4.32e-05
"OTU3076","S009065",4.32e-05
"OTU23075","S009065",0.000777773
"OTU3203","S009065",4.32e-05
"OTU30009","S009065",4.32e-05
"OTU102257","S009065",4.32e-05
"OTU6367","S009065",0.000561725
"OTU4503","S009065",4.32e-05
"OTU30204","S009065",4.32e-05
"OTU13727","S009065",4.32e-05
"OTU84391","S009065",4.32e-05
"OTU968","S009065",4.32e-05
"OTU150","S009066",0.88784565
"OTU1199","S009066",3.68e-05
"OTU2648","S009066",0.007695423
"OTU181","S009066",0.027578335
"OTU776","S009066",0.002246033
"OTU55764","S009066",0.009720535
"OTU35295","S009066",0.015869509
"OTU8497","S009066",0.005523031
"OTU2259","S009066",0.00891049
"OTU79705","S009066",0.002577414
"OTU24731","S009066",0.000773224
"OTU13202","S009066",0.007364041
"OTU4375","S009066",0.001104606
"OTU8807","S009066",0.001399168
"OTU1439","S009066",0.003019257
"OTU47832","S009066",0.003056077
"OTU2677","S009066",0.002319673
"OTU5539","S009066",0.002209212
"OTU3346","S009066",0.000331382
"OTU4186","S009066",0.002687875
"OTU14526","S009066",0.001325527
"OTU53175","S009066",0.001546449
"OTU20411","S009066",0.000147281
"OTU53045","S009066",0.000294562
"OTU1790","S009066",0.000515483
"OTU79531","S009066",0.000331382
"OTU97283","S009066",0.000147281
"OTU91370","S009066",0.000184101
"OTU1123","S009066",0.000110461
"OTU3650","S009066",3.68e-05
"OTU17328","S009066",7.36e-05
"OTU38397","S009066",0.000147281
"OTU44935","S009066",3.68e-05
"OTU14378","S009066",0.000110461
"OTU1268","S009066",0.001178247
"OTU15064","S009066",0.000220921
"OTU82364","S009066",0.000110461
"OTU69608","S009066",7.36e-05
"OTU20438","S009066",3.68e-05
"OTU479","S009066",3.68e-05
"OTU52676","S009066",0.000147281
"OTU17354","S009066",3.68e-05
"OTU1213","S009066",0.000110461
"OTU40931","S009066",3.68e-05
"OTU4231","S009066",3.68e-05
"OTU38107","S009066",3.68e-05
"OTU3799","S009066",7.36e-05
"OTU56336","S009066",3.68e-05
"OTU97132","S009066",3.68e-05
"OTU6465","S009066",0.000110461
"OTU97703","S009066",3.68e-05
"OTU11348","S009066",3.68e-05
"OTU65409","S009066",3.68e-05
"OTU42604","S009066",3.68e-05
"OTU99437","S009066",7.36e-05
"OTU4626","S009066",3.68e-05
"OTU71754","S009066",3.68e-05
"OTU11537","S009066",3.68e-05
"OTU28025","S009066",3.68e-05
"OTU55884","S009066",3.68e-05
"OTU150","S009067",0.001921742
"OTU956","S009067",0.002135269
"OTU1199","S009067",0.001494689
"OTU20237","S009067",0.944749907
"OTU58181","S009067",0.013398815
"OTU776","S009067",0.000213527
"OTU55764","S009067",0.000427054
"OTU8497","S009067",0.005338173
"OTU79705","S009067",0.007473443
"OTU88819","S009067",5.34e-05
"OTU52764","S009067",0.000800726
"OTU4375","S009067",5.34e-05
"OTU30010","S009067",5.34e-05
"OTU76829","S009067",0.021406075
"OTU84913","S009067",5.34e-05
"OTU13209","S009067",5.34e-05
"OTU1859","S009067",0.000266909
"OTU20441","S009067",5.34e-05
"OTU56110","S009067",5.34e-05
"OTU150","S009074",0.230885312
"OTU956","S009074",0.55331992
"OTU1199","S009074",0.163480885
"OTU776","S009074",0.000503018
"OTU55764","S009074",0.003521127
"OTU26338","S009074",0.017605634
"OTU16072","S009074",0.005030181
"OTU2259","S009074",0.001006036
"OTU13202","S009074",0.001006036
"OTU4375","S009074",0.001006036
"OTU1439","S009074",0.001006036
"OTU30010","S009074",0.008551308
"OTU2677","S009074",0.001006036
"OTU1752","S009074",0.001509054
"OTU5539","S009074",0.000503018
"OTU14526","S009074",0.002012072
"OTU53175","S009074",0.000503018
"OTU84913","S009074",0.001006036
"OTU9489","S009074",0.000503018
"OTU1023","S009074",0.001006036
"OTU36484","S009074",0.000503018
"OTU105827","S009074",0.000503018
"OTU26541","S009074",0.001509054
"OTU91370","S009074",0.000503018
"OTU50986","S009074",0.000503018
"OTU20785","S009074",0.000503018
"OTU85568","S009074",0.000503018
"OTU61153","S009074",0.000503018
"OTU150","S009075",0.397245147
"OTU956","S009075",0.133325584
"OTU1199","S009075",0.049808206
"OTU181","S009075",0.180576543
"OTU776","S009075",0.000348716
"OTU252","S009075",0.015924677
"OTU55764","S009075",0.00709055
"OTU35295","S009075",5.81e-05
"OTU96376","S009075",0.056259444
"OTU26338","S009075",0.005870045
"OTU8497","S009075",0.005928165
"OTU16072","S009075",0.004300825
"OTU2259","S009075",0.004068348
"OTU79705","S009075",0.000232477
"OTU18608","S009075",0.054980821
"OTU24731","S009075",0.00627688
"OTU13202","S009075",0.001394862
"OTU52764","S009075",0.000871789
"OTU4375","S009075",0.000523073
"OTU8807","S009075",0.009531559
"OTU1439","S009075",0.001627339
"OTU47832","S009075",0.001511101
"OTU30010","S009075",0.001104266
"OTU2677","S009075",0.000929908
"OTU1752","S009075",0.000697431
"OTU5539","S009075",0.00081367
"OTU5518","S009075",5.81e-05
"OTU3346","S009075",0.000116239
"OTU4186","S009075",0.013541788
"OTU14526","S009075",0.000639312
"OTU53175","S009075",0.00075555
"OTU84913","S009075",0.000697431
"OTU9489","S009075",0.000290596
"OTU666","S009075",0.030919447
"OTU47141","S009075",0.000464954
"OTU2700","S009075",0.000348716
"OTU1023","S009075",0.000232477
"OTU53045","S009075",0.000464954
"OTU1790","S009075",5.81e-05
"OTU41409","S009075",5.81e-05
"OTU79531","S009075",0.002150413
"OTU4227","S009075",0.000116239
"OTU97283","S009075",0.000406835
"OTU36484","S009075",5.81e-05
"OTU60088","S009075",0.000232477
"OTU105827","S009075",0.000116239
"OTU23860","S009075",0.000116239
"OTU26541","S009075",0.000116239
"OTU91370","S009075",0.000174358
"OTU1123","S009075",5.81e-05
"OTU50986","S009075",0.000639312
"OTU22483","S009075",5.81e-05
"OTU20785","S009075",0.000232477
"OTU102408","S009075",5.81e-05
"OTU12968","S009075",5.81e-05
"OTU44935","S009075",0.00156922
"OTU15064","S009075",5.81e-05
"OTU613","S009075",5.81e-05
"OTU82364","S009075",0.000116239
"OTU549","S009075",5.81e-05
"OTU60086","S009075",5.81e-05
"OTU1595","S009075",5.81e-05
"OTU42858","S009075",5.81e-05
"OTU479","S009075",5.81e-05
"OTU30087","S009075",0.000174358
"OTU169","S009075",5.81e-05
"OTU3291","S009075",5.81e-05
"OTU58978","S009075",5.81e-05
"OTU93076","S009075",5.81e-05
"OTU47187","S009075",5.81e-05
"OTU2963","S009075",5.81e-05
"OTU61672","S009075",0.000581193
"OTU53053","S009075",5.81e-05
"OTU1974","S009075",5.81e-05
"OTU62733","S009075",5.81e-05
"OTU86831","S009075",5.81e-05
"OTU61101","S009075",5.81e-05
"OTU44875","S009075",5.81e-05
"OTU73085","S009075",5.81e-05
"OTU91071","S009075",5.81e-05
"OTU37475","S009075",0.000174358
"OTU23071","S009075",0.000116239
"OTU90336","S009075",5.81e-05
"OTU49872","S009075",5.81e-05
"OTU38107","S009075",5.81e-05
"OTU3799","S009075",0.000232477
"OTU32923","S009075",0.000290596
"OTU81025","S009075",5.81e-05
"OTU30744","S009075",5.81e-05
"OTU80098","S009075",5.81e-05
"OTU19212","S009075",5.81e-05
"OTU83471","S009075",5.81e-05
"OTU2866","S009075",0.000116239
"OTU25214","S009075",5.81e-05
"OTU3855","S009075",5.81e-05
"OTU50999","S009075",5.81e-05
"OTU83984","S009075",5.81e-05
"OTU68030","S009075",5.81e-05
"OTU38116","S009075",5.81e-05
"OTU618","S009075",5.81e-05
"OTU150","S009076",0.934298908
"OTU776","S009076",0.00220403
"OTU55764","S009076",0.017527288
"OTU8497","S009076",0.006926952
"OTU2259","S009076",0.010495382
"OTU79705","S009076",0.005037783
"OTU13202","S009076",0.003148615
"OTU4375","S009076",0.001259446
"OTU1439","S009076",0.002623846
"OTU47832","S009076",0.003778338
"OTU2677","S009076",0.002413938
"OTU5539","S009076",0.001889169
"OTU14526","S009076",0.001469353
"OTU53175","S009076",0.001259446
"OTU53045","S009076",0.000524769
"OTU1790","S009076",0.000419815
"OTU97283","S009076",0.000104954
"OTU91370","S009076",0.000209908
"OTU1123","S009076",0.000104954
"OTU5609","S009076",0.000104954
"OTU17328","S009076",0.000314861
"OTU14378","S009076",0.000104954
"OTU1268","S009076",0.001574307
"OTU15064","S009076",0.000104954
"OTU82364","S009076",0.000209908
"OTU20438","S009076",0.000104954
"OTU479","S009076",0.000209908
"OTU85568","S009076",0.000104954
"OTU3291","S009076",0.000209908
"OTU53053","S009076",0.000209908
"OTU17354","S009076",0.000104954
"OTU52817","S009076",0.000104954
"OTU54842","S009076",0.000104954
"OTU24997","S009076",0.000104954
"OTU45000","S009076",0.000104954
"OTU35334","S009076",0.000104954
"OTU56336","S009076",0.000209908
"OTU5379","S009076",0.000104954
